variant,seed,model_name,global_l2,shock_l2,fourier_l2,params,wall_time_sec
85params,42,model_a_matched_85params_seed42,0.21311059858355696,0.5370887771581936,0.08799553176306317,85,135.77388429641724
85params,7,model_a_matched_85params_seed7,0.15485157388049386,0.15365651306325534,0.031189288296179746,85,149.12849283218384
85params,99,model_a_matched_85params_seed99,0.18195498632723414,0.3567667485738192,0.05442740154397576,85,150.95528984069824
107params,42,model_a_matched_107params_seed42,0.32885907050885926,0.7957063151605592,0.10522714121639987,107,165.23682928085327
107params,7,model_a_matched_107params_seed7,0.18870064671877881,0.35213059777380334,0.04075022602938645,107,161.3645932674408
107params,99,model_a_matched_107params_seed99,0.3441080166174856,0.833334230776345,0.15853023799371976,107,153.36779379844666
